#chrom,start,end,region,0X,1X,10X,30X,100X,500X,1000X,5000X,10000X,plate,batch,mixture,1X_ratio,10X_ratio,30X_ratio,100X_ratio,500X_ratio,1000X_ratio,5000X_ratio,10000X_ratio
MN908947.3,21563,25384,S,3821,3773,3622,3613,3482,3481,3448,2506,537,05-16-23-A41,NWRB: artic,0o5o3o4,0.9874378434964669,0.9479193928291023,0.9455639884846899,0.9112797696937974,0.9110180580999738,0.9023815755037948,0.6558492541219576,0.14053912588327663
MN908947.3,21563,25384,S,3821,3639,3614,3613,3482,3475,3467,2518,1020,05-16-23-A41,NWRB: artic,adgio1o2o3,0.9523684899241036,0.9458257000785135,0.9455639884846899,0.9112797696937974,0.9094477885370322,0.9073540957864433,0.6589897932478409,0.2669458257000785
MN908947.3,21563,25384,S,3821,3821,3614,3613,3482,3472,3139,1484,53,05-16-23-A41,NWRB: artic,agio3o4o5,1.0,0.9458257000785135,0.9455639884846899,0.9112797696937974,0.9086626537555613,0.8215126930123005,0.3883800052342319,0.013870714472651138
MN908947.3,21563,25384,S,3821,3799,3614,3613,3608,3474,3474,1743,250,05-16-23-A41,NWRB: artic,o1o2o3o4o5,0.9942423449358807,0.9458257000785135,0.9455639884846899,0.9442554305155718,0.9091860769432086,0.9091860769432086,0.4561633080345459,0.06542789845590159
MN908947.3,21563,25384,S,3821,3754,3614,3613,3609,3478,3473,2092,311,05-16-23-A41,NWRB: artic,0,0.9824653232138184,0.9458257000785135,0.9455639884846899,0.9445171421093954,0.910232923318503,0.908924365349385,0.5475006542789845,0.08139230567914159
MN908947.3,21563,25384,S,3821,3626,3614,3609,3481,3474,3139,1685,180,05-16-23-A41,NWRB: artic,o1o2,0.9489662392043967,0.9458257000785135,0.9445171421093954,0.9110180580999738,0.9091860769432086,0.8215126930123005,0.44098403559277677,0.04710808688824915
MN908947.3,21563,25384,S,3821,3615,3612,3608,3135,2799,2798,1482,435,05-16-23-A41,NWRB: artic,o3,0.9460874116723371,0.9453022768908662,0.9442554305155718,0.8204658466370061,0.7325307511122743,0.7322690395184507,0.3878565820465847,0.11384454331326878
MN908947.3,21563,25384,S,3821,3631,3613,3609,3480,3132,2798,1627,178,05-16-23-A41,NWRB: artic,o5,0.9502747971735148,0.9455639884846899,0.9445171421093954,0.9107563465061502,0.8196807118555351,0.7322690395184507,0.42580476315100757,0.046584663700601936
MN908947.3,21563,25384,S,3821,3641,3614,3613,3486,3137,3121,1678,388,05-16-23-A41,NWRB: artic,o4,0.9528919131117508,0.9458257000785135,0.9455639884846899,0.9123266160690918,0.8209892698246533,0.8168018843234756,0.4391520544360115,0.10154409840355928
MN908947.3,21563,25384,S,3821,3705,3617,3613,3486,3478,3139,1832,156,05-16-23-A41,NWRB: artic,0-2,0.9696414551164617,0.9466108348599843,0.9455639884846899,0.9123266160690918,0.910232923318503,0.8215126930123005,0.4794556398848469,0.040827008636482594
MN908947.3,21563,25384,S,3821,3632,3625,3613,3486,3476,3139,2025,53,05-16-23-A41,NWRB: artic,a,0.9505365087673384,0.9487045276105731,0.9455639884846899,0.9123266160690918,0.9097095001308558,0.8215126930123005,0.5299659774928029,0.013870714472651138
MN908947.3,21563,25384,S,3821,3634,3614,3613,3486,3475,3139,1279,0,05-16-23-A41,NWRB: artic,g,0.9510599319549856,0.9458257000785135,0.9455639884846899,0.9123266160690918,0.9094477885370322,0.8215126930123005,0.33472912850039255,0.0
MN908947.3,21563,25384,S,3821,3631,3614,3613,3486,3469,3423,2285,274,05-16-23-A41,NWRB: artic,i,0.9502747971735148,0.9458257000785135,0.9455639884846899,0.9123266160690918,0.9078775189740905,0.8958387856582046,0.5980109918869406,0.07170897670766815
MN908947.3,21563,25384,S,3821,3645,3614,3487,3486,3475,3139,2033,53,05-16-23-A41,NWRB: artic,d,0.9539387594870453,0.9458257000785135,0.9125883276629154,0.9123266160690918,0.9094477885370322,0.8215126930123005,0.5320596702433917,0.013870714472651138
MN908947.3,21563,25384,S,3821,3643,3614,3486,3479,3140,3139,1671,125,05-16-23-A41,NWRB: artic,o1,0.953415336299398,0.9458257000785135,0.9123266160690918,0.9104946349123266,0.821774404606124,0.8215126930123005,0.43732007327924627,0.032713949227950796
MN908947.3,21563,25384,S,3821,3642,3638,3623,3481,3140,3133,1680,260,05-16-23-A41,NWRB: artic,o2,0.9531536247055744,0.95210677833028,0.9481811044229259,0.9110180580999738,0.821774404606124,0.8199424234493589,0.4396754776236587,0.06804501439413765
MN908947.3,21563,25384,S,3821,3798,3783,3626,3486,3481,3139,2468,530,05-16-23-A41,NWRB: artic,0-3,0.9939806333420571,0.990054959434703,0.9489662392043967,0.9123266160690918,0.9110180580999738,0.8215126930123005,0.6459042135566606,0.13870714472651138
MN908947.3,21563,25384,S,3821,3642,3623,3613,3485,3131,2797,1631,526,05-16-23-A41,NWRB: artic,o3-2,0.9531536247055744,0.9481811044229259,0.9455639884846899,0.9120649044752682,0.8194190002617115,0.7320073279246271,0.426851609526302,0.13766029835121696
MN908947.3,21563,25384,S,3821,3628,3352,3342,3340,2871,2871,1722,663,05-16-23-A41,NWRB: artic,o3-3,0.949489662392044,0.8772572624967286,0.8746401465584925,0.8741167233708453,0.751373985867574,0.751373985867574,0.4506673645642502,0.17351478670505102
MN908947.3,21563,25384,S,3821,3620,3614,3613,3399,3140,2799,1663,181,05-16-23-A41,NWRB: artic,o5-2,0.9473959696414551,0.9458257000785135,0.9455639884846899,0.8895577074064381,0.821774404606124,0.7325307511122743,0.4352263805286574,0.047369798482072754
MN908947.3,21563,25384,S,3821,3806,3615,3614,3613,3140,3140,1681,239,05-16-23-A41,NWRB: artic,o5-3,0.9960743260926459,0.9460874116723371,0.9458257000785135,0.9455639884846899,0.821774404606124,0.821774404606124,0.4399371892174823,0.06254907092384193
MN908947.3,21563,25384,S,3821,3634,3627,3386,3155,3129,2791,1855,800,05-16-23-A41,NWRB: artic,o4-2,0.9510599319549856,0.9492279507982203,0.8861554566867312,0.8257000785134782,0.8188955770740644,0.7304370583616854,0.48547500654278986,0.2093692750588851
MN908947.3,21563,25384,S,3821,3655,3626,3617,3613,3140,3140,1691,372,05-16-23-A41,NWRB: artic,o4-3,0.9565558754252813,0.9489662392043967,0.9466108348599843,0.9455639884846899,0.821774404606124,0.821774404606124,0.4425543051557184,0.09735671290238157
MN908947.3,21563,25384,S,3821,3635,3623,3614,3613,3140,3140,1694,579,05-16-23-A41,NWRB: artic,o2-2,0.9513216435488092,0.9481811044229259,0.9458257000785135,0.9455639884846899,0.821774404606124,0.821774404606124,0.4433394399371892,0.1515310128238681
MN908947.3,21563,25384,S,3821,3821,3617,3613,3246,3140,2799,1684,459,05-16-23-A41,NWRB: artic,o2o3o4o5-2,1.0,0.9466108348599843,0.9455639884846899,0.8495158335514263,0.821774404606124,0.7325307511122743,0.44072232399895317,0.12012562156503533
MN908947.3,21563,25384,S,3821,3648,3626,3614,3613,3242,3140,1661,132,05-16-23-A41,NWRB: artic,o2o3o4o5-3,0.9547238942685161,0.9489662392043967,0.9458257000785135,0.9455639884846899,0.848468987176132,0.821774404606124,0.4347029573410102,0.034545930384716046
MN908947.3,21563,25384,S,3821,3659,3627,3614,3486,3140,3139,2293,450,05-16-23-A41,NWRB: artic,0adgio1-2,0.9576027218005758,0.9492279507982203,0.9458257000785135,0.9123266160690918,0.821774404606124,0.8215126930123005,0.6001046846375294,0.11777021722062288
MN908947.3,21563,25384,S,3821,3773,3631,3623,3613,3481,3480,1840,256,05-16-23-A41,NWRB: artic,0aio1o2o3o4o5,0.9874378434964669,0.9502747971735148,0.9481811044229259,0.9455639884846899,0.9110180580999738,0.9107563465061502,0.48154933263543576,0.06699816801884323
MN908947.3,21563,25384,S,3821,3725,3618,3613,3613,3476,3473,2337,118,05-16-23-A41,NWRB: artic,0-4,0.9748756869929338,0.9468725464538079,0.9455639884846899,0.9455639884846899,0.9097095001308558,0.908924365349385,0.6116199947657681,0.030881968071185553
MN908947.3,21563,25384,S,3821,3821,3621,3613,3486,3481,3139,2033,289,05-16-23-A41,NWRB: artic,a-2,1.0,0.9476576812352787,0.9455639884846899,0.9123266160690918,0.9110180580999738,0.8215126930123005,0.5320596702433917,0.07563465061502224
MN908947.3,21563,25384,S,3821,3653,3622,3613,3486,3481,3471,2046,247,05-16-23-A41,NWRB: artic,g-2,0.9560324522376341,0.9479193928291023,0.9455639884846899,0.9123266160690918,0.9110180580999738,0.9084009421617377,0.5354619209630986,0.06464276367443078
MN908947.3,21563,25384,S,3821,3665,3643,3635,3494,3481,3138,2463,323,05-16-23-A41,NWRB: artic,i-2,0.9591729913635174,0.953415336299398,0.9513216435488092,0.9144203088196807,0.9110180580999738,0.8212509814184769,0.6445956555875425,0.08453284480502486
MN908947.3,21563,25384,S,3821,3640,3625,3613,3486,3481,3471,2314,383,05-16-23-A41,NWRB: artic,d-2,0.9526302015179272,0.9487045276105731,0.9455639884846899,0.9123266160690918,0.9110180580999738,0.9084009421617377,0.6056006281078252,0.10023554043444124
MN908947.3,21563,25384,S,3821,3751,3626,3613,3486,3481,3478,2092,216,05-16-23-A41,NWRB: artic,o1-2,0.9816801884323475,0.9489662392043967,0.9455639884846899,0.9123266160690918,0.9110180580999738,0.910232923318503,0.5475006542789845,0.056529704265898977
MN908947.3,21563,25384,S,3821,3637,3614,3613,3485,3140,3140,1688,352,05-16-23-A41,NWRB: artic,o2-3,0.9518450667364564,0.9458257000785135,0.9455639884846899,0.9120649044752682,0.821774404606124,0.821774404606124,0.44176917037424757,0.09212248102590945
MN908947.3,21563,25384,S,3821,3358,3343,3341,3115,2871,2568,1488,169,05-16-23-A41,NWRB: artic,o3-4,0.8788275320596702,0.8749018581523161,0.8743784349646689,0.8152316147605339,0.751373985867574,0.6720753729390212,0.3894268516095263,0.04422925935618948
MN908947.3,21563,25384,S,3821,3640,3625,3614,3608,3140,3140,1863,667,05-16-23-A41,NWRB: artic,o5-4,0.9526302015179272,0.9487045276105731,0.9458257000785135,0.9442554305155718,0.821774404606124,0.821774404606124,0.4875686992933787,0.17456163308034545
MN908947.3,21563,25384,S,3821,3642,3618,3613,3487,3140,3140,1864,360,05-16-23-A41,NWRB: artic,o4-4,0.9531536247055744,0.9468725464538079,0.9455639884846899,0.9125883276629154,0.821774404606124,0.821774404606124,0.4878304108872023,0.0942161737764983
MN908947.3,21563,25384,S,3821,3821,3821,3821,3821,3486,3481,2781,1488,06-26-23-A41,PWRB: artic,0adgio1o2o3o4o5,1.0,1.0,1.0,1.0,0.9123266160690918,0.9110180580999738,0.7278199424234494,0.3894268516095263
MN908947.3,21563,25384,S,3821,3821,3821,3627,3613,3486,3481,2921,1820,06-26-23-A41,PWRB: artic,0adgio1,1.0,1.0,0.9492279507982203,0.9455639884846899,0.9123266160690918,0.9110180580999738,0.7644595655587543,0.4763151007589636
MN908947.3,21563,25384,S,3821,3641,3614,3613,3613,3481,3480,2110,1281,06-26-23-A41,PWRB: artic,o2o3o4o5,0.9528919131117508,0.9458257000785135,0.9455639884846899,0.9455639884846899,0.9110180580999738,0.9107563465061502,0.5522114629678094,0.3352525516880398
MN908947.3,21563,25384,S,3821,3632,3615,3613,3613,3481,3481,2920,2022,06-26-23-A41,PWRB: artic,0agio1o2,0.9505365087673384,0.9460874116723371,0.9455639884846899,0.9455639884846899,0.9110180580999738,0.9110180580999738,0.7641978539649307,0.5291808427113321
MN908947.3,21563,25384,S,3821,3650,3631,3614,3613,3481,3481,2782,1825,06-26-23-A41,PWRB: artic,0o5o3o4,0.9552473174561633,0.9502747971735148,0.9458257000785135,0.9455639884846899,0.9110180580999738,0.9110180580999738,0.728081654017273,0.47762365872808166
MN908947.3,21563,25384,S,3821,3650,3634,3633,3613,3481,3481,2842,1411,06-26-23-A41,PWRB: artic,adgio1o2o3,0.9552473174561633,0.9510599319549856,0.950798220361162,0.9455639884846899,0.9110180580999738,0.9110180580999738,0.7437843496466894,0.3692750588851086
MN908947.3,21563,25384,S,3821,3635,3617,3613,3613,3608,3481,3106,1286,06-26-23-A41,PWRB: artic,agio3o4o5,0.9513216435488092,0.9466108348599843,0.9455639884846899,0.9455639884846899,0.9442554305155718,0.9110180580999738,0.8128762104161215,0.3365611096571578
MN908947.3,21563,25384,S,3821,3643,3623,3614,3613,3608,3480,3102,1697,06-26-23-A41,PWRB: artic,o1o2o3o4o5,0.953415336299398,0.9481811044229259,0.9458257000785135,0.9455639884846899,0.9442554305155718,0.9107563465061502,0.8118293640408271,0.44412457471866
MN908947.3,21563,25384,S,3821,3821,3617,3614,3613,3486,3483,3138,2538,06-26-23-A41,PWRB: artic,0,1.0,0.9466108348599843,0.9458257000785135,0.9455639884846899,0.9123266160690918,0.911541481287621,0.8212509814184769,0.664224025124313
MN908947.3,21563,25384,S,3821,3634,3615,3613,3613,3613,3481,2946,1911,06-26-23-A41,PWRB: artic,o1o2,0.9510599319549856,0.9460874116723371,0.9455639884846899,0.9455639884846899,0.9455639884846899,0.9110180580999738,0.7710023554043444,0.5001308557969119
MN908947.3,21563,25384,S,3821,3636,3626,3614,3613,3480,3140,2112,1693,06-26-23-A41,PWRB: artic,o3,0.9515833551426328,0.9489662392043967,0.9458257000785135,0.9455639884846899,0.9107563465061502,0.821774404606124,0.5527348861554567,0.4430777283433656
MN908947.3,21563,25384,S,3821,3821,3821,3821,3613,3570,3229,2110,1354,06-26-23-A41,PWRB: artic,o5,1.0,1.0,1.0,0.9455639884846899,0.9343103899502748,0.845066736456425,0.5522114629678094,0.35435749803716304
MN908947.3,21563,25384,S,3821,3635,3619,3613,3613,3481,3241,2358,1688,06-26-23-A41,PWRB: artic,o4,0.9513216435488092,0.9471342580476315,0.9455639884846899,0.9455639884846899,0.9110180580999738,0.8482072755823084,0.6171159382360638,0.44176917037424757
MN908947.3,21563,25384,S,3821,3821,3821,3634,3625,3486,3481,2782,1444,06-26-23-A41,PWRB: artic,0-2,1.0,1.0,0.9510599319549856,0.9487045276105731,0.9123266160690918,0.9110180580999738,0.728081654017273,0.37791154148128764
MN908947.3,21563,25384,S,3821,3643,3615,3613,3613,3481,3481,2783,1937,06-26-23-A41,PWRB: artic,a,0.953415336299398,0.9460874116723371,0.9455639884846899,0.9455639884846899,0.9110180580999738,0.9110180580999738,0.7283433656110966,0.5069353572363255
MN908947.3,21563,25384,S,3821,3768,3635,3613,3613,3481,3481,2772,1594,06-26-23-A41,PWRB: artic,g,0.9861292855273489,0.9513216435488092,0.9455639884846899,0.9455639884846899,0.9110180580999738,0.9110180580999738,0.7254645380790369,0.4171682805548286
MN908947.3,21563,25384,S,3821,3629,3615,3613,3613,3486,3481,2921,1957,06-26-23-A41,PWRB: artic,i,0.9497513739858676,0.9460874116723371,0.9455639884846899,0.9455639884846899,0.9123266160690918,0.9110180580999738,0.7644595655587543,0.5121695891127978
MN908947.3,21563,25384,S,3821,3632,3615,3613,3613,3486,3481,2783,1770,06-26-23-A41,PWRB: artic,d,0.9505365087673384,0.9460874116723371,0.9455639884846899,0.9455639884846899,0.9123266160690918,0.9110180580999738,0.7283433656110966,0.4632295210677833
MN908947.3,21563,25384,S,3821,3642,3626,3621,3613,3486,3479,2694,1246,06-26-23-A41,PWRB: artic,o1,0.9531536247055744,0.9489662392043967,0.9476576812352787,0.9455639884846899,0.9123266160690918,0.9104946349123266,0.7050510337607956,0.32609264590421355
